cluster_type,cluster_id,size,addresses,pattern,risk_score
temporal,538,20,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,200
temporal,539,18,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x24b87355015378d5b897033314c506e6447c55fc",,180
temporal,540,15,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x24b87355015378d5b897033314c506e6447c55fc,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x8155694421f412f57dd5436b820ffcb10df89102",,150
temporal,541,6,"0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x99c47bcdbd65654135580b53df5019886d614557,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e",,60
temporal,542,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x8155694421f412f57dd5436b820ffcb10df89102",,170
temporal,543,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0x24b87355015378d5b897033314c506e6447c55fc",,170
temporal,544,9,"0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x24b87355015378d5b897033314c506e6447c55fc,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,90
temporal,545,13,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe335af250085414f983b793c70aa93b5dfe6107d,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,130
temporal,546,2,"0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,547,1,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,,10
temporal,548,1,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,,10
temporal,549,2,"0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,550,1,0xfcb278a2550c872bfc04e075622aaa5d7e707221,,10
temporal,551,1,0xfcb278a2550c872bfc04e075622aaa5d7e707221,,10
temporal,552,2,"0x92fd6a1bd1fe0834b39401221b8afa897b7ef774,0x296e5b916349edb04607df1c73ec2edb9ec6a95d",,20
temporal,553,2,"0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,20
temporal,554,2,"0xd2336a629a1e8f429f15b73d52b2958808948cfa,0x193ee9eea53677fd05db368b341ae038479abaf8",,20
temporal,555,1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,,10
temporal,556,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,557,4,"0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,40
temporal,558,3,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa",,30
temporal,559,2,"0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102",,20
temporal,560,2,"0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b",,20
temporal,561,5,"0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe335af250085414f983b793c70aa93b5dfe6107d,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3",,50
temporal,562,2,"0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e",,20
temporal,563,1,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,,10
temporal,564,1,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983,,10
temporal,565,1,0xfcb278a2550c872bfc04e075622aaa5d7e707221,,10
temporal,566,1,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,,10
temporal,567,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,568,3,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x338968c09457643223cf53fd6aa5a62e9269219e,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be",,30
temporal,569,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,570,6,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x99dd5760049ac433450dfb620f3d9100e2042351",,60
temporal,571,2,"0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,572,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,573,3,"0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,574,4,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,40
temporal,575,5,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x99dd5760049ac433450dfb620f3d9100e2042351",,50
temporal,576,4,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x338968c09457643223cf53fd6aa5a62e9269219e,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,40
temporal,577,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x24b87355015378d5b897033314c506e6447c55fc,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x8155694421f412f57dd5436b820ffcb10df89102",,170
temporal,578,19,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,190
temporal,579,8,"0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0xe2464094bfb1930c0ca5a3901684f26abe83975e",,80
temporal,580,2,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x156b9875ec5d4877b6ef85244b1dbf387e827e55",,20
temporal,581,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xeda87d8816ee3c93201e87589710eddf02e6db20,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,30
temporal,582,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,20
temporal,583,3,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xb9a8eaded121572cd73d0772ac53b23508b27664",,30
temporal,584,3,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,30
temporal,585,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,586,2,"0xeddb18cb799fec8087396a8d00cdb6feb1df6d49,0x3b780b9012858d85503232bb4c4379cfd8541c61",,20
temporal,587,2,"0x45559492d0431b6796251844ed36204bd9aa7dd2,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,20
temporal,588,2,"0x7029da15adae9cb76ffa6f97801a3aaa2c0bc98a,0x9b9097a0a82d223cb62cc458a8697ff138b57dde",,20
temporal,589,2,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0x92fd6a1bd1fe0834b39401221b8afa897b7ef774",,20
temporal,590,2,"0x296e5b916349edb04607df1c73ec2edb9ec6a95d,0x9b9097a0a82d223cb62cc458a8697ff138b57dde",,20
temporal,591,1,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,,10
temporal,592,1,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983,,10
temporal,593,1,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,,10
temporal,594,3,"0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,30
temporal,595,2,"0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,20
temporal,596,2,"0x296e5b916349edb04607df1c73ec2edb9ec6a95d,0xd5ffcd736d5831252de512dfb682096971989bd1",,20
temporal,597,2,"0x92fd6a1bd1fe0834b39401221b8afa897b7ef774,0x193ee9eea53677fd05db368b341ae038479abaf8",,20
temporal,598,2,"0x6a37707f6a3ceae5eff6e76e197d398530e52f0b,0x45559492d0431b6796251844ed36204bd9aa7dd2",,20
temporal,599,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99dd5760049ac433450dfb620f3d9100e2042351",,20
temporal,600,2,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xcd47aa68575620b2f5c76681924f9a4733760739",,20
temporal,601,2,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x156b9875ec5d4877b6ef85244b1dbf387e827e55",,20
temporal,602,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,603,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf",,20
temporal,604,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,605,2,"0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,20
temporal,606,1,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,,10
temporal,607,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,20
pathway,0,26,"0x13937a97ba1a547c98c3800d3f558d1a5e278f99,0x46778665812831cc8b259353c6df83b8ee6ecc34,0x3eb7dd9f9329acecb63105af1b75e3f9aac4b61b,0x2b026752813c7d33252fa69575e24b6e04f8c113,0x8a3689f78d54897f771eea0a96c9a32d69a0a35f,0x172bac1e20c9b2ca1db8ac9f9f6c430e3ccf461f,0x1ab008a48fcec244c96072e8ba73a36b117747d6,0x269f604279c2512ed86d7e8af1452a0178adb468,0x411c9ed040a87e2ad734812f2a6bdfc5838ed3c2,0x17763848c7cbe208cb4b2b1a5b968b347db32a57,0x492d3bbc36d537c8d1953f4617e4fb0f1ee78034,0xc9038bf5d730eab25506aa2827cfbbde2be871d5,0xcde0de04dcde0172977559c983fe26df0cc9e384,0x24dc907755cca4f9a3437e2f9ef3462ea853da4c,0xc4f5d323e849aa966e58d4433eb133b61a65ac92,0x4d0a7273eb4d3fb74b53d315767084ffe41be6ec,0xbde8d71b5d3cfb13a2fe565991d3fb4b460549d4,0x34b7e7b746d66b3867e4883b6773d64c92df0d6e,0xd956a026736792769287290d440d2e0ac7ccde09,0xcdfbb164b0c51fd805aded4e73d7b28bc459f20f,0x496b038bbb3f4301c50a0293c3dc3cabba41ef0f,0x4944285754633e64a52f9d1f14fc70f7c7b4ce16,0x096da9fd7dc84307c3248458f6063439f52b1715,0xbe8ded56b854bd29c42a3f48123f75236deb453f,0x9593e666e045a8dc39dcbf24475efe03ffede202,0x02494db4457b0a5c6ec7051a99076241be2c09e8",102->116|110->106|106->102|102->109|109->106|106->110|110->111|111->106,260
similarity,0,26,"0x13937a97ba1a547c98c3800d3f558d1a5e278f99,0x46778665812831cc8b259353c6df83b8ee6ecc34,0x3eb7dd9f9329acecb63105af1b75e3f9aac4b61b,0x2b026752813c7d33252fa69575e24b6e04f8c113,0x8a3689f78d54897f771eea0a96c9a32d69a0a35f,0x172bac1e20c9b2ca1db8ac9f9f6c430e3ccf461f,0x1ab008a48fcec244c96072e8ba73a36b117747d6,0x269f604279c2512ed86d7e8af1452a0178adb468,0x411c9ed040a87e2ad734812f2a6bdfc5838ed3c2,0x17763848c7cbe208cb4b2b1a5b968b347db32a57,0x492d3bbc36d537c8d1953f4617e4fb0f1ee78034,0xc9038bf5d730eab25506aa2827cfbbde2be871d5,0xcde0de04dcde0172977559c983fe26df0cc9e384,0x24dc907755cca4f9a3437e2f9ef3462ea853da4c,0xc4f5d323e849aa966e58d4433eb133b61a65ac92,0x4d0a7273eb4d3fb74b53d315767084ffe41be6ec,0xbde8d71b5d3cfb13a2fe565991d3fb4b460549d4,0x34b7e7b746d66b3867e4883b6773d64c92df0d6e,0xd956a026736792769287290d440d2e0ac7ccde09,0xcdfbb164b0c51fd805aded4e73d7b28bc459f20f,0x496b038bbb3f4301c50a0293c3dc3cabba41ef0f,0x4944285754633e64a52f9d1f14fc70f7c7b4ce16,0x096da9fd7dc84307c3248458f6063439f52b1715,0xbe8ded56b854bd29c42a3f48123f75236deb453f,0x9593e666e045a8dc39dcbf24475efe03ffede202,0x02494db4457b0a5c6ec7051a99076241be2c09e8",,260
similarity,1,5,"0x3b780b9012858d85503232bb4c4379cfd8541c61,0x193ee9eea53677fd05db368b341ae038479abaf8,0x9b9097a0a82d223cb62cc458a8697ff138b57dde,0x45559492d0431b6796251844ed36204bd9aa7dd2,0xeddb18cb799fec8087396a8d00cdb6feb1df6d49",,50
similarity,2,9,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0xbe118ec6964c4cc7d457b55d7723084e0c7260d7,0xb2fdd9c4d1c9991a5a1f6d2b76f8ac59f3684226,0x7029da15adae9cb76ffa6f97801a3aaa2c0bc98a,0x296e5b916349edb04607df1c73ec2edb9ec6a95d,0xcefdb947426cbdeb8392e9483c00e2cdbce80d4e,0xd2336a629a1e8f429f15b73d52b2958808948cfa,0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,90
similarity,3,7,"0x6a37707f6a3ceae5eff6e76e197d398530e52f0b,0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b,0xd5ffcd736d5831252de512dfb682096971989bd1,0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0xe7e8c9b24a157a8ef1d5d0166070826c23988bac,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,70
similarity,4,21,"0x99c47bcdbd65654135580b53df5019886d614557,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x8155694421f412f57dd5436b820ffcb10df89102,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0xe335af250085414f983b793c70aa93b5dfe6107d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x24b87355015378d5b897033314c506e6447c55fc,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x9dea46493922b200d14db1d790683fa95e4f8cd7",,210
similarity,5,20,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xcd2fd81aa323a79da7790213eee48d4057778e47,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0xeda87d8816ee3c93201e87589710eddf02e6db20,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x99dd5760049ac433450dfb620f3d9100e2042351,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x338968c09457643223cf53fd6aa5a62e9269219e,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,200
similarity,6,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629",,20
similarity,7,2,"0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0x0b29ded5e84904dc9757a9816b963727bffaefec",,20
similarity,8,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,40
