address,composite_score,risk_level,confidence,pathway_score,temporal_score,behavioral_score,network_score
0x8713b74a937c14e7e9756caa0b9c4719efbccdb7,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xdd33584491700bbee3275805e2a92f718b2d0d27,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x64b86a43e1d42e955de5ab62ecc8e5640abef74a,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x95ee9c56ac35669c65e84151c7a5c9aa08d01cf2,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xd383dafba0b279c517d92c2bedd409b2ced759af,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x7633cb2b79300b97d534fdf6467ec4d01fdfdcb4,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x3a6267c4942c7ba4cb009fb07dd11027ad6d28ea,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x7778c463849a6e21199ba7ccde4d89cde9846e14,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x6a45218427694ffcb0a8c8fdf4e7df3fefe0690e,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x26b53533a20f217359e1926fe697dba26c0587c1,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x6c14189b19250747a8c054561472c5d70cf042c5,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xf2a262b5451e6e29340977c1ef6c388f1379fccb,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xbd049810a4786e0d3c8403e06b42b121e2dabfe4,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xfdf46bfb91e1774668648f97ca52dadd2ea50abc,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xafc2055948d94fec129a95f4b3aa3b3b76e00f80,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x5a72cbb892edc7bc5335573fc86a077a46983bc3,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x552de554eac6f3b1f9c33c1b2464ddecd9168fc0,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xd2f3e6d037b0edad0716baf63fa528ba2c25bbac,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x76715373c7d91db4fd3e11e07ef1739b67dd3963,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x134adb5ef19232a4d509e31eeae7f335fcb92258,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0x7be08b72b7fd0b7d60eec66ce330161bc0de311e,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xef48057ceed2cb6aaf18ecb5980f5aa81dd14607,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xe6e769f43625a2d61cbb85ea921f5dcb2c95f9ab,92.75,CRITICAL - 極高女巫風險,VERY_HIGH,100,100,90,65
0xcb256a8249149ac8b9b6376f6e704b74db8223dd,90.5,CRITICAL - 極高女巫風險,VERY_HIGH,100,85,90,75
0xa1b684d2d1411c0c4973f01ac0a5ad91e420bda3,90.5,CRITICAL - 極高女巫風險,VERY_HIGH,100,85,90,75
0x08b294705195bce857d3d07e3c2090c993bcb293,90.5,CRITICAL - 極高女巫風險,VERY_HIGH,100,85,90,75
0xe6c9b4d4956df6151d63f0a8f524d60d4ceb7805,90.5,CRITICAL - 極高女巫風險,VERY_HIGH,100,85,90,75
0x27d12f5d0aa6c0be035d537661dd50d0bd1dd709,90.5,CRITICAL - 極高女巫風險,VERY_HIGH,100,85,90,75
0xd88c457b8406153a226ac784db61870629c1095f,89.75,HIGH - 高女巫風險,VERY_HIGH,100,100,90,45
0x566017a7c5610b3daa83884c7ed0ff2966bec984,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x8f42c0b73ad067145055f706dbd87c209c3cbefa,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x54f83d1141b6e64f2554d8b213e80e1c94fb7d34,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x2327f8b1f0bd22b8a19fed086afea65b7af35103,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0xe932749b0a140ee90b5386a90da050c1d6676fe4,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x4ef97a1c461edb152d9f18993f643788753137cf,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x3885ce5e27cbd57ae61ec596e1941c010337dcfe,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0x36b4a6629a0bd2814b90c7b6cf64741b80cc3e79,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0xc0dc20dfb019a810fda3f623e2e0e025d1465819,89.0,HIGH - 高女巫風險,VERY_HIGH,100,85,90,65
0xb456fe24fa0927740aae1522f88657eae94ec805,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0xd5d9b93502e75b4997bd9380f85f7ec2de80c841,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0xe115197e0f5bd128c6ab8dfd3bfc0b366396ae92,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0xa58b199d01e2dc407de9378ffafbaf4afe728d9c,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0x6836b0b42946db89960a906c530855c155b7fc47,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0x0984e3bc4c7dc293c90a4cd6352117f09fe777ff,89.0,HIGH - 高女巫風險,VERY_HIGH,100,100,90,40
0x6c21a5d9e2d403d665992f927ebe4b7af145c882,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x195ebc6d9625d29f29465eb74341686094342ce1,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe615c255c16b30b204e07195e54bcc12e6a34196,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb6cfc71415ec879d4beb55f28ce6ad551331f97a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3b7f86e6f2eaa01afc8021818d2c99b5e90117c2,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xbfacdf1d5009425d98d73d87588e8ab9ea322478,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x38a565bab60f96d9c25b121e89b71f0960fab3f0,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3aa6dfd51aca11520734cd02ac5d8c6b704be5d5,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xcb153d5e2a3f3ef11150e9420de53f70189fc2f8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x761378aa6bd80e2ba3d3b06b660e9a6acdc78b2f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x26983c30da33135657cbc7d523ad5bc0b4bd92e8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf3511b7ee41e53c8c261c3c3a379bf9bd1b2788f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x74c0ff661f92bf15849f6e4b14adae1de008b006,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3a6b73967d4a943d34c79b74ebde976a5320f1bd,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x4d2d562b31e58903c3b32013df0a952fb8ecab14,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe538216141a440c6e0a5287c7781050035f15a9a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xaaaee7c878edc68041fc8d646d2f3f392435abfb,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x6af73c0e7721b1edbdb39b4e52b1d1e81e99955c,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x970d0aa22295c38ca8d0ad1b37de34f792b09d10,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x076a4713abfd03763cfeb15cc9a03d0dd5b28205,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xfc515d88b1c0ad41a85e959c4286a974a74b491f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf6be29a612f5f3237d3fb494a20df1f853819844,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x2b146101d5a8f1d1d1ea20dd68a9d74ceb880cdb,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x6a73262af52fe83f36573f73bd7cdfeba717e44a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x67fb4d29c996afbab1e813ad233f267c5a88149d,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x0f68d94023cbb226412969689b589eb4392ecd7f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe387fe67aef8b718d70a38d010b34fc12dcf96d5,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xfa2e5c876d26731810b909983e78b1c264d8cbb6,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe519a229e02c339bf779bb6c2bd7a660bf3de8e7,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x176d22dc707d1262291d5f9bd529d8e97bbbe9aa,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3d9fdba49c63e027907da72b174233cb9109554b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc53547c63e9cb916be7ac0a10442422d775cd3c6,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x08c1bddcd4d9f114da32c68a22f9f682481c7e78,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x71ecfe2758e181d00814f4a12039563138f80304,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x4d7fe2c316bbfd60bb25da9c07cc5323a6ec9015,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf58d956c96bb9050f20d3623d20499ae4fbca97e,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x759805be30370c0ab7a93bd37c11a65e3408604a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x59a2d93a72603a33573283b8a2adc62a8738ef6b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x5e799855f2fef24ddf626d5f52f2bc42a14b60a2,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc1faab4be010503b21196b9dcf449090cc423c27,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb40214403ced087ff9ffec57ab3ef426bea520d9,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x00123147ca3d5364e81064b70ea5cee6f2ce11c4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x1890dd1cbad2db6f1fb6fa176c11249c1957a2f4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x504634ad374a48f382cb78278c6ba599d4454303,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x9cae3973fd8c9b00af5d4417cfb2d9aa94cdd35b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x409452c962449f797b04b064cd94c8c408269212,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xcce09b4348fa5b80d1a571a9e453942c5d2e36ce,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x889b4bc330f3aff038c3a024c1da36729e944afe,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xcbcb09d0826ae2e45cfc2452c2431a0c5c070607,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x0dbea23359d412c4dc169d301bc32328354e328b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf3587b8d33f938bfce8d5faeb12e19329093a39c,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x16d931233f98e84597d8d20de710e1ff33b0f1be,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xcc4d6350749521b2af9848cf9407c3bda9136671,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb7f3c1b7e771ac21e4bd67a0dfab72a573a2f7b7,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7f051e06c236a7da0461193fb83b8be2114c7b1,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb71ee4deb1e3f43223ef997f3d5f02cb3c3fa7b5,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe773c85545568a526c7a2dd608ee14fdaf26d7c3,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf7e3f23ed818052207d6dac60e51e38daaf1b2b4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa74928a35c1a3299a360e3bf8c7332a8f906d2a7,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb77b361c797d69c4baae1861afdb269dcfe2b3a5,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb75ff1b69f6b80f39ee4d6a9b1a43208908de2f8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7e971904450c79c08b1b03ee66bcc956680a3a7,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7ed4ee39f59069d50c9323effa98a82c29ec4a8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7a98604ea57d42e871bedb372f561b18787d3d4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xd7ce88a46aa672d904ef354babdc116624d3b3c0,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe7fae9f167806b1575107fca48f8d106da9bc3e1,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xd7f3ad586fdb901d235a56f2afc7f4496a42e6f7,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7423e1fffcc3abda20e16eab7e6fc3430c6f4d4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe72576db7666db4ff61fe574c82fe19b9d81a5d4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa75ec55fb5e11cbd65114bf287e95ad74728c3f8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xd7329e5aed84ff52ff6ba43de0d7b984d4cca5f8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7f42d7e89f59a244fca1fe658cadd841e0bc5d6,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa72bf68f85fa2295335618afa11982ba5c72e3e2,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xe7cc707a920f1cbf27d670e9465f5d09b1b3a3f3,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb7f443db1dd2aa5df4f175b32430b20bd0ece3e9,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf7fe7329730d821e4c862ec80d2139550e45a5f0,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xd7486102a8563d2a1b549a427d5b8fee5f53b6b5,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc7d9b68b61bfe4073a5df849bc1e1dbbd278b3f6,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x9582851991922357562a170d075af9199226fee8,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7e41eecfbb25e053a3639d93064ff33a447876af,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x0c86464f98f80aa61b76f70832d1729e7b99c983,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x15be79fdc8aaf01829e56cdd091b6b7b5f67fd48,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc96a385951ae4ca27474938d892ba1e710b43fcc,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x341b341efafb6d5c9e76ab0df1a116d2ad9132ec,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xc8521f68d8167bb9dad647ba0d48d9222176fbbb,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7dbf734e1ae185091029f891b68cd6ea39cad990,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x5fc933f854f30d33c2d5ac9a5e2d7856dd88a0db,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7192442e0661bb4d24ef079cb457f49855e1a0bc,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x2da2c3c06a83755b03537c332befeb1022f675bf,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf1d6ac0347eb48fe98e57494d549c831a1e105d2,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x5212e9e21df1fe447c32ee1e81839b65cb3c934e,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x9498fe30bfb6a4b5d5176b10ca22756441005d80,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x5e5f61e34885eecd191f16648b8fc8f62a3c8e64,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x851880fb5d59d6a4440f512d9610d7bf43f5ce4e,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3ce65b597ecce233961367cfc761a230a684d36a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xf11bcb1b25d8ad5e71a6765238c900b249335a9f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x126223507c807bd865617d2e258c1bd6b5cdea74,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x810a97a6cf452fafc252cba5e85a32c781b562e3,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x90896663b2f487b5305b957dab16e39957284649,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x9078145efdcc781c6e6e3db5ecd29fc70f622ab3,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xbf18e22c4b93cfc453c69d93ad38373ebb5819c0,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x0e8efeacd6b824637a1c96ba33aeab051c6b2525,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x340d46c390fcef78456d4613a7a0cd43084bf92d,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x93b9f233384168a42e94f14f2363609686212ef9,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x5f2eb6ca25c7f884f0db5a2b09e0b0adc81a7970,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x9ce5ac9cdcdf81e8388bc98137a34f949755bf1a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb6792b59b7088f72c48c3fbbe87b004bed042439,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xfe70666819b90ede430d35238ed30de69ce7d0fc,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x48a01ec590476c6b5ee9e836352146dd8c106a8a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x004d1bf9d5239fb7fda223adafe8556af305bc23,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xdaf976d761cfd583250c9eed08072836fe5296ea,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x0e28bc24fc4131f6188285a9a337b6befcf01496,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa1594d41d2878e9bb9ddc9da9bfec940b7a41f39,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa843a1cf3250cffbddeca67adc025a89a78dd67b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7f8ef4cd03dea1e6c7ef80f443fbfd8e2a86c812,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x6e368b008cd0bff498f66d0872a5ebcaddf6974a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x4b6d01a9045d95da5988a9837881c8e464b59e1a,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x12935bc9b7b804fc7c8f6d9ad7ea21b08b107b85,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xb54abcfb8a8e683419cc8e3251fe56d910017d6b,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xebd90af003a514ab1b8a03a9761a97e7cbb379d6,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7c5511b8eaa11ea10e420fc268663a83ebc835dd,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x7f5b505d94f63174eaa14656b238ec2d633a1954,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xa552dbde2b3c96248693d6966682d089b911ce34,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xfacf648e5d68d55e348c42688d80bd8149ed1740,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x1e2edc71b06a0462f472f4b6adff551d3b9d5dd4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x1922a63453ee858ae0e35cdefa9f1b9553635709,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x2cbd0b487a486f70165c75de367f9162cb6d35b4,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x3d04c6534c1d780cc8d8fbe80d8425f2b19f9d19,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0x6b5e85f405eea5a404d9fdaa34d6a403aa9fcd7c,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
0xd779ce53db6bd449225573aaef4ddfe923bdb91f,88.25,HIGH - 高女巫風險,VERY_HIGH,100,100,90,35
